DIGITAL_ID,AIR_QUALITY_INDEX,PM2_5,PM10,CO2_LEVEL_PPM,UV_INDEX,TEMPERATURE_C,HUMIDITY_PERCENT,NOISE_LEVEL_DB,POLLEN_COUNT,WEATHER,GREEN_SPACE_ACCESS,COMMUTE_TIME_MINUTES,POLLUTION_EXPOSURE_SCORE,ENVIRONMENTAL_RISK
102848,220,132.2,205.1,821,,4.7,98,30.0,63,Rainy,Poor,114,31.3,High
102849,97,40.3,193.6,583,10.4,6.5,68,56.0,387,Cloudy,Excellent,117,62.4,Moderate
102850,96,84.8,38.3,921,6.0,39.6,63,81.0,287,Snowy,Good,49,62.5,Moderate
102851,204,32.9,46.3,803,3.4,5.2,55,31.0,308,Sunny,Moderate,37,53.9,Moderate
102852,172,19.8,85.1,1049,7.6,39.0,72,50.0,112,Foggy,Poor,65,57.4,Moderate
102853,21,137.1,,919,0.5,17.4,63,,450,Sunny,Good,97,72.4,Moderate
102854,83,124.0,139.1,1120,5.3,41.7,41,77.0,318,Sunny,Good,76,55.5,Moderate
102855,54,115.2,199.6,511,5.3,15.4,21,68.0,369,Rainy,Poor,57,59.7,Moderate
102856,26,12.1,212.1,650,1.8,3.9,26,71.0,207,Windy,Excellent,102,76.2,Low
102857,104,127.3,147.3,655,9.2,22.5,35,74.0,443,Snowy,Good,119,51.2,Moderate
102858,165,68.5,186.0,351,8.8,24.4,63,31.0,225,Cloudy,Good,115,49.7,High
102859,86,54.6,120.3,620,1.7,26.8,84,96.0,332,Sunny,Excellent,82,62.4,Moderate
102860,61,84.2,53.7,770,4.0,15.6,92,72.0,416,Sunny,Good,82,69.0,Moderate
102861,137,18.2,120.2,492,1.1,-2.6,90,47.0,277,Cloudy,Moderate,54,62.4,Moderate
102862,144,114.7,126.6,1049,9.3,26.3,88,,382,Cloudy,Good,19,47.2,High
102863,186,89.5,165.9,1085,3.6,41.7,80,35.0,286,Sunny,Good,46,44.0,High
102864,188,32.1,56.2,1041,4.8,42.9,49,71.0,279,Rainy,Moderate,118,52.4,Moderate
102865,222,32.3,87.3,884,3.6,24.8,61,81.0,2,Rainy,Poor,24,43.7,High
102866,43,31.7,86.4,386,3.4,-4.0,93,56.0,32,Rainy,Moderate,96,78.5,Low
102867,207,13.3,211.5,456,8.2,0.3,44,44.0,477,Sunny,Moderate,72,46.2,High
102868,65,90.2,103.2,646,8.2,36.7,90,48.0,409,Rainy,Poor,11,67.5,Moderate
102869,38,126.9,168.6,1090,5.7,36.5,76,91.0,481,Sunny,Moderate,70,60.4,Moderate
102870,87,7.5,167.7,1174,7.2,42.3,51,93.0,306,Sunny,Poor,77,65.8,Moderate
102871,237,12.1,,446,,23.2,69,80.0,213,Snowy,Moderate,27,44.6,High
102872,121,88.1,130.1,630,0.3,38.2,94,76.0,29,Rainy,Moderate,40,53.5,Moderate
102873,61,123.8,197.8,459,0.7,36.2,29,86.0,418,Snowy,Moderate,16,55.7,Moderate
102874,51,52.4,109.8,898,4.2,24.5,41,49.0,24,Sunny,Poor,27,74.1,Moderate
102875,186,55.7,208.5,901,8.2,34.2,60,49.0,27,Foggy,Moderate,99,44.5,High
102876,128,91.5,55.0,946,10.0,1.3,66,93.0,96,Sunny,Moderate,110,53.9,Moderate
102877,55,44.8,25.6,1163,0.3,27.0,33,67.0,86,Windy,Good,15,76.7,Low
102878,248,8.9,197.2,537,4.0,42.7,22,67.0,25,Cloudy,Poor,5,37.7,High
102879,116,111.6,188.0,1101,2.5,3.1,97,94.0,119,Sunny,Good,81,46.9,High
102880,183,95.7,218.4,837,9.0,32.2,72,34.0,200,Sunny,Excellent,43,41.3,High
102881,150,89.2,152.7,703,9.3,11.0,35,93.0,391,Sunny,Moderate,97,45.4,High
102882,92,112.5,206.7,368,2.3,35.9,80,56.0,356,Cloudy,Good,74,54.0,Moderate
102883,155,102.9,183.7,742,7.8,29.9,47,49.0,352,Foggy,Excellent,35,45.7,High
102884,116,34.9,187.3,1186,8.0,41.3,54,89.0,14,Sunny,Good,13,56.7,Moderate
102885,142,56.1,129.5,610,1.9,30.6,21,69.0,304,Rainy,Excellent,60,54.3,Moderate
102886,89,23.3,90.3,759,4.8,15.5,80,35.0,253,Windy,Excellent,22,73.2,Moderate
102887,188,23.8,206.3,752,6.8,-4.5,75,65.0,110,Rainy,Moderate,63,46.5,High
102888,215,103.0,100.7,1019,0.3,34.6,74,94.0,7,Cloudy,Poor,71,34.5,High
102889,32,129.5,123.2,833,4.5,15.4,37,40.0,438,Foggy,Good,100,68.5,Moderate
102890,68,144.6,103.7,653,1.7,28.5,90,78.0,340,Sunny,Moderate,113,57.4,Moderate
102891,79,96.1,128.6,973,,0.3,68,57.0,127,Cloudy,Moderate,7,62.1,Moderate
102892,149,31.7,108.8,1005,9.3,39.5,61,51.0,185,Snowy,Good,113,58.8,Moderate
102893,207,20.3,20.1,1117,5.8,16.8,26,76.0,386,Sunny,Moderate,34,51.7,Moderate
102894,24,122.9,195.2,367,0.4,41.0,23,95.0,392,Rainy,Good,68,61.7,Moderate
102895,191,88.9,103.3,533,0.3,30.4,62,54.0,499,Sunny,Moderate,74,44.4,High
102896,46,94.7,133.7,754,6.7,1.1,99,96.0,13,Sunny,Good,118,64.1,Moderate
102897,179,118.3,39.2,1148,3.6,24.0,78,61.0,229,Sunny,Poor,95,45.5,High
102898,168,107.0,10.7,480,6.3,40.5,68,46.0,90,Foggy,Excellent,6,51.8,Moderate
102899,27,126.0,61.5,828,1.8,35.0,79,69.0,403,Windy,Good,24,70.0,Moderate
102900,249,13.2,158.0,1142,8.5,15.9,25,59.0,3,Sunny,Good,85,39.8,High
102901,219,113.4,30.8,1106,9.5,42.8,39,88.0,151,Sunny,Moderate,101,36.6,High
102902,69,128.4,200.9,357,9.8,8.4,50,57.0,218,Cloudy,Good,85,56.4,Moderate
102903,86,46.5,55.2,1054,3.3,13.8,41,76.0,75,Rainy,Good,105,68.6,Moderate
102904,63,97.9,53.0,667,7.3,32.5,51,52.0,283,Windy,Good,33,69.1,Moderate
102905,144,50.6,48.1,740,3.1,6.6,66,86.0,354,Foggy,Excellent,13,57.0,Moderate
102906,77,143.9,12.9,868,8.4,20.8,53,30.0,215,Snowy,Moderate,8,65.2,Moderate
102907,22,9.8,172.1,485,1.3,31.4,46,58.0,158,Rainy,Good,114,80.5,Low
102908,105,89.1,193.8,880,8.4,27.2,63,79.0,250,Sunny,Moderate,44,52.8,Moderate
102909,89,29.1,139.0,1000,4.8,2.8,49,93.0,66,Sunny,Good,59,64.2,Moderate
102910,149,108.3,49.5,716,9.4,26.5,52,66.0,221,Rainy,Excellent,17,51.1,Moderate
102911,234,30.5,69.9,838,8.1,23.6,46,90.0,191,Cloudy,Excellent,10,41.7,High
102912,191,39.1,109.9,1038,4.1,22.9,75,36.0,218,Windy,Poor,114,51.8,Moderate
102913,21,76.7,210.4,360,9.9,36.3,42,93.0,372,Sunny,Moderate,77,67.2,Moderate
102914,121,137.7,61.9,902,3.1,4.2,62,47.0,16,Sunny,Excellent,30,53.9,Moderate
102915,228,35.7,163.6,795,10.6,32.6,73,58.0,389,Cloudy,Moderate,117,40.7,High
102916,54,25.9,102.3,463,8.4,33.0,87,89.0,494,Foggy,Moderate,107,73.2,Moderate
102917,117,115.1,72.5,1041,10.9,31.1,72,83.0,106,Snowy,Good,45,53.2,Moderate
102918,234,77.6,105.7,1055,0.6,20.3,59,50.0,465,Sunny,Moderate,115,38.3,High
102919,49,,25.0,545,3.0,14.8,79,50.0,443,Windy,Good,46,68.5,Moderate
102920,135,26.3,177.7,1086,8.2,14.7,28,87.0,226,Cloudy,Excellent,82,55.0,Moderate
102921,27,98.7,61.1,1192,10.1,31.7,29,78.0,474,Cloudy,Good,116,72.4,Moderate
102922,169,38.8,162.3,672,0.3,19.9,29,65.0,80,Sunny,Moderate,65,50.3,Moderate
102923,63,27.7,24.4,1122,0.0,11.9,49,46.0,266,Rainy,Good,66,79.5,Low
102924,205,104.1,210.6,861,2.8,26.3,29,82.0,165,Cloudy,Good,102,31.9,High
102925,55,,50.5,977,9.4,36.9,77,44.0,356,Rainy,Good,72,72.2,Moderate
102926,216,114.4,195.4,1011,8.4,-1.9,55,69.0,233,Rainy,Good,25,30.7,High
102927,96,49.9,180.0,979,3.7,43.6,63,80.0,161,Sunny,Good,35,59.7,Moderate
102928,240,70.0,213.3,514,0.0,-0.2,76,94.0,174,Sunny,Moderate,115,28.3,High
102929,50,63.8,110.4,601,6.1,20.6,62,42.0,159,Windy,Excellent,47,73.6,Moderate
102930,66,147.7,162.8,1128,2.6,23.0,42,67.0,362,Rainy,Moderate,25,55.6,Moderate
102931,74,47.4,87.8,393,8.2,1.9,23,55.0,375,Cloudy,Excellent,111,71.1,Moderate
102932,227,47.7,48.7,819,4.9,40.8,31,44.0,184,Sunny,Moderate,33,46.6,High
102933,125,56.4,103.0,838,7.5,18.6,68,,173,Sunny,Good,59,62.2,Moderate
102934,209,86.9,44.8,530,9.4,2.2,43,,237,Sunny,Moderate,62,46.6,High
102935,177,41.6,216.2,426,5.9,30.6,32,94.0,162,Sunny,Moderate,28,42.9,High
102936,140,137.7,30.2,723,3.7,28.2,87,89.0,475,Cloudy,Good,49,47.9,High
102937,74,43.5,,977,8.5,43.1,91,85.0,405,Windy,Moderate,84,66.3,Moderate
102938,163,134.9,141.6,416,2.9,17.1,53,67.0,399,Sunny,Excellent,13,40.7,High
102939,31,20.0,123.0,874,9.8,8.4,28,,237,Windy,Excellent,89,77.3,Low
102940,164,100.2,149.1,441,0.8,-2.0,29,80.0,105,Rainy,Poor,70,43.0,High
102941,163,136.5,34.4,1107,9.2,31.7,84,70.0,117,Sunny,Excellent,6,45.6,High
102942,159,29.5,126.6,1128,1.0,25.9,91,99.0,231,Rainy,Good,41,51.6,Moderate
102943,155,145.4,70.3,1000,0.6,43.6,93,81.0,75,Sunny,Excellent,41,43.0,High
102944,231,70.7,207.4,593,4.0,30.6,73,30.0,4,Rainy,Good,73,36.6,High
102945,22,142.1,170.0,690,10.5,41.7,62,47.0,217,Sunny,Poor,50,65.8,Moderate
102946,163,103.1,214.2,1134,10.8,44.6,78,56.0,281,Cloudy,Good,10,42.0,High
102947,49,48.7,17.9,653,2.2,16.4,78,71.0,332,Cloudy,Good,52,77.3,Low
102948,42,32.3,69.9,747,1.6,2.5,86,35.0,407,Sunny,Good,116,81.6,Low
102949,111,49.0,51.0,1052,3.9,4.8,80,53.0,235,Sunny,Good,12,66.3,Moderate
102950,134,18.5,12.3,797,3.7,10.9,57,74.0,322,Sunny,Moderate,36,65.6,Moderate
102951,123,25.9,60.9,446,8.4,20.4,27,36.0,31,Cloudy,Moderate,105,68.1,Moderate
102952,137,20.2,152.5,680,4.9,1.1,84,45.0,406,Windy,Good,81,60.8,Moderate
102953,24,66.3,58.5,554,8.6,10.1,24,87.0,176,Sunny,Poor,71,76.1,Low
102954,231,120.4,116.9,798,8.2,10.4,62,86.0,499,Sunny,Excellent,77,29.5,High
102955,123,25.5,196.4,767,6.4,-4.8,79,71.0,484,Cloudy,Excellent,72,57.9,Moderate
102956,127,23.9,,998,9.2,12.7,45,43.0,118,Sunny,Poor,32,62.2,Moderate
102957,84,98.3,92.9,426,2.2,0.8,30,85.0,189,Rainy,Moderate,44,59.9,Moderate
102958,140,33.6,88.2,898,,16.5,53,41.0,101,Sunny,Moderate,20,62.3,Moderate
102959,49,19.2,105.7,1147,8.3,4.8,21,44.0,364,Snowy,Moderate,61,79.2,Low
102960,168,29.2,47.2,774,2.7,36.1,40,37.0,485,Cloudy,Good,79,60.2,Moderate
102961,103,138.9,143.1,778,0.0,-1.0,45,87.0,460,Sunny,Moderate,59,48.9,High
102962,217,124.1,86.5,834,,38.3,95,82.0,78,Rainy,Excellent,87,33.5,High
102963,169,56.3,189.0,1164,6.9,24.0,92,38.0,321,Cloudy,Moderate,110,49.6,High
102964,229,100.1,168.9,484,4.9,17.9,24,75.0,138,Sunny,Good,90,30.8,High
102965,219,82.9,138.2,1003,8.0,22.5,28,36.0,335,Sunny,Poor,43,40.1,High
102966,51,103.2,86.5,603,3.7,13.8,69,73.0,401,Sunny,Moderate,80,66.8,Moderate
102967,180,104.0,54.1,909,10.5,1.4,29,43.0,225,Cloudy,Excellent,59,48.1,High
102968,35,,,604,0.8,33.3,77,35.0,265,Sunny,Good,34,70.0,Moderate
102969,223,43.6,112.1,995,7.1,41.4,29,64.0,332,Rainy,Excellent,108,42.6,High
102970,57,10.7,57.2,1151,8.6,42.5,97,99.0,223,Rainy,Moderate,46,75.7,Low
102971,245,71.1,51.0,1069,5.2,28.5,55,90.0,59,Windy,Good,9,35.8,High
102972,161,134.2,44.7,848,8.3,15.5,93,53.0,263,Rainy,Good,105,47.4,High
102973,55,87.6,173.2,962,10.2,18.9,75,31.0,454,Rainy,Poor,49,67.8,Moderate
102974,244,125.7,58.1,833,8.2,27.8,81,80.0,47,Rainy,Poor,68,30.1,High
102975,170,148.8,120.6,395,3.4,36.2,56,60.0,80,Foggy,Poor,36,39.5,High
102976,133,28.7,104.8,792,6.2,13.7,60,56.0,296,Sunny,Good,102,61.8,Moderate
102977,85,105.3,131.7,931,10.0,40.8,67,60.0,474,Sunny,Moderate,16,59.5,Moderate
102978,124,102.8,194.2,997,4.9,11.2,41,99.0,378,Sunny,Poor,111,45.7,High
102979,104,147.1,192.2,1141,7.5,21.5,99,72.0,7,Cloudy,Moderate,70,46.8,High
102980,21,147.9,104.7,928,5.1,43.1,80,81.0,348,Sunny,Good,115,65.1,Moderate
102981,238,,13.2,353,1.3,41.9,94,43.0,248,Sunny,Moderate,56,39.6,High
102982,220,40.3,99.6,1085,0.6,29.8,67,88.0,243,Cloudy,Poor,75,41.8,High
102983,212,120.8,137.3,350,10.5,11.2,83,49.0,164,Foggy,Moderate,36,35.6,High
102984,94,20.5,127.1,639,6.7,6.0,56,81.0,346,Foggy,Good,108,66.2,Moderate
102985,86,118.2,146.8,458,1.1,-1.0,60,69.0,420,Rainy,Excellent,39,56.1,Moderate
102986,199,,42.4,1126,9.4,30.4,24,97.0,319,Cloudy,Moderate,117,35.9,High
102987,209,60.5,145.8,924,5.7,20.2,96,73.0,186,Windy,Good,120,40.5,High
102988,170,96.4,48.4,809,8.5,23.6,71,35.0,248,Windy,Moderate,10,51.9,Moderate
102989,173,67.4,167.6,615,1.4,18.6,36,86.0,126,Foggy,Excellent,26,43.8,High
102990,215,68.5,81.2,487,10.0,19.1,81,87.0,87,Rainy,Excellent,93,40.3,High
102991,229,50.0,159.1,783,6.5,23.6,71,59.0,44,Sunny,Good,51,38.9,High
102992,74,115.5,20.1,393,8.1,40.7,39,81.0,399,Sunny,Good,17,63.7,Moderate
102993,25,140.7,95.7,859,0.3,-3.5,35,40.0,281,Foggy,Moderate,27,69.8,Moderate
102994,182,141.4,158.1,611,3.5,35.1,26,76.0,245,Sunny,Good,113,34.8,High
102995,169,30.3,57.6,1077,2.9,14.5,85,34.0,414,Sunny,Moderate,48,59.7,Moderate
102996,190,131.8,177.0,982,10.4,32.2,31,32.0,410,Cloudy,Moderate,114,37.9,High
102997,162,111.9,142.5,501,2.0,42.4,62,44.0,217,Sunny,Excellent,13,45.9,High
102998,105,41.7,133.4,562,7.8,10.3,59,31.0,426,Foggy,Poor,110,66.3,Moderate
102999,79,14.8,84.2,583,0.5,-0.5,20,31.0,14,Sunny,Moderate,63,76.7,Low
103000,120,43.9,111.3,972,2.2,6.6,77,83.0,255,Sunny,Moderate,105,59.3,Moderate
101001,49,21.9,45.7,929,4.1,27.3,96,77.0,381,Sunny,Moderate,43,78.6,Low
101002,98,84.3,63.5,989,2.3,13.3,67,71.0,12,Cloudy,Moderate,118,62.0,Moderate
101003,110,135.8,65.3,682,7.8,25.0,85,40.0,156,Snowy,Moderate,80,56.6,Moderate
101004,198,54.9,126.8,373,1.0,5.8,54,41.0,198,Sunny,Good,82,47.3,High
101005,210,111.3,96.4,1114,10.7,26.7,71,43.0,430,Cloudy,Moderate,11,39.7,High
101006,245,100.5,209.0,717,10.8,-3.6,81,59.0,153,Sunny,Excellent,99,27.5,High
101007,71,140.1,36.5,1091,1.4,12.1,71,89.0,197,Foggy,Moderate,10,59.7,Moderate
101008,185,124.0,214.5,855,1.1,32.4,66,59.0,223,Sunny,Moderate,91,35.2,High
101009,244,87.2,58.4,525,4.5,35.4,73,67.0,483,Sunny,Good,58,36.0,High
101010,235,100.3,172.3,778,10.6,7.6,47,94.0,117,Windy,Good,87,27.6,High
101011,98,135.3,81.2,1082,4.4,22.0,42,76.0,150,Sunny,Moderate,89,54.5,Moderate
101012,49,62.9,40.0,791,4.0,21.4,54,68.0,243,Cloudy,Good,23,74.8,Moderate
101013,125,52.4,190.2,897,7.7,16.1,51,78.0,74,Sunny,Excellent,51,53.9,Moderate
101014,70,6.6,74.9,863,2.0,6.4,21,87.0,439,Foggy,Poor,23,74.2,Moderate
101015,100,124.8,148.4,710,4.0,30.2,35,46.0,212,Windy,Moderate,112,55.0,Moderate
101016,152,121.1,129.0,623,3.2,7.6,35,35.0,274,Rainy,Moderate,38,48.2,High
101017,48,20.1,109.1,526,6.6,40.6,70,44.0,353,Sunny,Good,47,79.1,Low
101018,151,88.6,114.1,613,1.8,21.4,86,96.0,496,Sunny,Poor,17,46.9,High
101019,157,72.3,163.8,535,6.0,38.5,73,57.0,366,Cloudy,Moderate,40,49.2,High
101020,203,22.2,28.4,876,9.4,9.5,39,73.0,243,Sunny,Good,29,52.1,Moderate
101021,164,147.2,150.3,628,5.7,35.4,52,47.0,177,Rainy,Moderate,101,40.6,High
101022,93,36.1,198.1,1055,7.5,0.7,27,61.0,107,Rainy,Good,60,62.9,Moderate
101023,36,14.7,22.1,547,0.8,33.3,43,98.0,290,Windy,Excellent,25,80.9,Low
101024,103,91.3,39.5,698,4.9,14.3,72,73.0,176,Sunny,Good,38,61.2,Moderate
101025,235,112.1,160.5,770,1.0,18.5,83,99.0,478,Rainy,Good,114,26.3,High
101026,88,9.7,101.8,654,6.6,3.3,77,92.0,173,Snowy,Moderate,29,68.7,Moderate
101027,53,100.5,94.7,413,3.1,-4.1,56,87.0,92,Cloudy,Excellent,86,65.0,Moderate
101028,25,82.2,38.8,639,,28.3,31,76.0,453,Windy,Moderate,111,76.1,Low
101029,72,20.0,116.4,367,0.8,24.4,23,46.0,99,Sunny,Good,15,74.2,Moderate
101030,213,30.0,36.6,413,3.4,26.1,50,68.0,180,Rainy,Good,23,49.4,High
101031,224,87.4,110.1,679,5.6,7.8,98,88.0,158,Foggy,Good,53,34.9,High
101032,145,,170.4,1112,6.4,7.0,57,36.0,95,Sunny,Good,53,56.0,Moderate
101033,62,141.1,64.2,366,0.7,36.5,56,92.0,231,Cloudy,Good,38,59.5,Moderate
101034,222,123.7,111.0,792,7.2,33.1,94,86.0,250,Sunny,Good,6,31.0,High
101035,134,147.6,218.3,490,5.4,11.8,33,63.0,339,Rainy,Moderate,34,41.0,High
101036,130,42.7,154.2,657,5.9,26.9,94,82.0,405,Cloudy,Moderate,113,55.6,Moderate
101037,170,145.6,186.7,793,9.2,36.4,92,95.0,66,Sunny,Moderate,42,33.1,High
101038,202,67.5,97.1,845,3.8,39.4,43,77.0,391,Snowy,Moderate,19,43.0,High
101039,99,55.4,171.3,775,1.9,-4.7,29,89.0,236,Windy,Moderate,79,58.1,Moderate
101040,114,12.3,18.5,824,6.1,35.7,57,72.0,18,Foggy,Good,92,69.9,Moderate
101041,222,12.7,35.8,1181,10.4,12.5,62,,286,Cloudy,Poor,64,53.4,Moderate
101042,137,105.3,52.6,594,5.7,30.9,56,81.0,287,Cloudy,Good,8,52.0,Moderate
101043,163,71.4,94.4,799,9.2,13.6,61,61.0,206,Windy,Moderate,87,51.3,Moderate
101044,27,37.8,187.6,1151,8.3,25.3,51,80.0,310,Cloudy,Moderate,97,73.2,Moderate
101045,151,94.0,82.7,700,5.7,27.3,33,39.0,102,Rainy,Moderate,18,53.5,Moderate
101046,123,41.7,147.5,948,7.1,15.2,23,41.0,158,Rainy,Poor,118,61.4,Moderate
101047,151,88.8,159.0,1060,4.5,20.6,43,68.0,194,Cloudy,Good,85,47.4,High
101048,203,57.1,133.1,510,5.8,31.3,29,97.0,50,Sunny,Good,12,40.3,High
101049,44,124.4,85.0,489,5.6,18.8,35,39.0,377,Sunny,Excellent,81,69.0,Moderate
101050,214,124.0,131.2,842,7.8,-4.3,58,39.0,223,Cloudy,Excellent,91,36.1,High
101051,115,74.2,81.9,937,4.5,-4.4,37,52.0,201,Cloudy,Moderate,97,61.1,Moderate
101052,214,55.9,27.6,880,1.1,28.1,44,42.0,91,Windy,Excellent,115,49.2,High
101053,174,57.6,218.5,742,8.7,37.4,26,77.0,154,Cloudy,Poor,15,43.1,High
101054,112,121.8,36.7,1191,7.5,34.3,75,73.0,175,Sunny,Moderate,84,56.1,Moderate
101055,179,52.6,25.2,750,,10.5,66,,109,Cloudy,Good,54,50.9,Moderate
101056,197,35.3,194.5,399,,18.6,22,69.0,487,Sunny,Good,112,43.7,High
101057,80,17.3,73.4,1093,0.9,6.7,20,35.0,298,Sunny,Excellent,91,76.4,Low
101058,141,72.7,146.6,644,1.3,44.5,52,72.0,222,Sunny,Poor,80,51.4,Moderate
101059,70,74.9,79.1,774,8.5,8.0,90,61.0,178,Sunny,Moderate,42,68.4,Moderate
101060,166,126.9,92.2,361,0.7,15.8,93,78.0,225,Sunny,Good,28,42.5,High
101061,40,,65.0,684,10.0,29.1,78,48.0,452,Sunny,Excellent,99,80.3,Low
101062,24,60.2,82.0,364,3.1,38.8,91,81.0,74,Snowy,Good,42,76.3,Low
101063,229,122.2,96.2,377,9.9,-2.4,51,81.0,70,Sunny,Excellent,104,31.2,High
101064,111,124.4,161.3,737,8.5,10.1,36,63.0,327,Sunny,Moderate,66,50.7,Moderate
101065,189,,117.4,641,9.6,23.4,97,88.0,208,Foggy,Moderate,60,44.0,High
101066,80,71.6,208.1,1182,2.4,25.9,36,34.0,491,Rainy,Good,69,63.2,Moderate
101067,41,49.0,18.8,599,6.6,-1.5,40,95.0,433,Sunny,Poor,94,76.3,Low
101068,168,140.2,115.6,854,1.0,28.2,74,70.0,444,Sunny,Excellent,21,40.2,High
101069,89,22.2,132.7,447,2.2,21.4,25,63.0,102,Rainy,Good,104,68.4,Moderate
101070,20,140.4,203.2,1164,3.4,36.4,68,,40,Cloudy,Moderate,21,61.1,Moderate
101071,152,104.2,20.3,686,8.1,6.1,45,49.0,434,Sunny,Excellent,105,54.2,Moderate
101072,31,82.1,130.4,388,0.3,4.8,51,83.0,333,Sunny,Good,31,69.7,Moderate
101073,109,9.7,189.3,387,9.9,34.7,91,95.0,279,Foggy,Moderate,93,60.3,Moderate
101074,65,74.0,60.8,649,0.8,30.2,63,,29,Rainy,Good,98,71.7,Moderate
101075,53,64.1,194.0,528,4.1,34.6,78,73.0,242,Cloudy,Good,109,65.8,Moderate
101076,196,28.4,14.0,958,0.9,34.1,48,77.0,51,Sunny,Moderate,29,52.9,Moderate
101077,97,100.2,163.8,818,8.5,0.2,36,64.0,433,Sunny,Good,106,55.9,Moderate
101078,237,145.8,206.0,631,1.6,8.9,37,68.0,56,Cloudy,Excellent,100,22.7,High
101079,64,86.5,148.0,1099,9.7,8.0,59,32.0,189,Foggy,Excellent,80,67.5,Moderate
101080,174,108.6,102.2,513,5.8,41.7,82,48.0,78,Sunny,Good,53,45.7,High
101081,92,14.9,19.4,802,10.4,19.4,94,47.0,372,Foggy,Excellent,62,76.0,Low
101082,45,65.6,203.2,446,3.2,0.6,64,34.0,436,Sunny,Poor,89,70.5,Moderate
101083,66,21.9,108.8,1118,5.0,9.5,95,84.0,195,Cloudy,Moderate,110,71.7,Moderate
101084,140,93.9,16.1,658,7.6,38.6,98,42.0,460,Sunny,Good,102,58.5,Moderate
101085,233,141.1,154.9,611,9.2,37.4,22,63.0,196,Rainy,Moderate,5,27.1,High
101086,75,101.0,111.2,642,4.6,40.0,22,47.0,30,Cloudy,Good,17,64.1,Moderate
101087,113,16.1,36.1,1119,9.8,14.4,57,97.0,331,Rainy,Excellent,57,66.2,Moderate
101088,126,56.4,55.0,598,1.3,27.1,92,72.0,29,Cloudy,Moderate,25,60.6,Moderate
101089,82,84.8,23.5,594,7.8,8.9,59,94.0,112,Cloudy,Moderate,5,64.5,Moderate
101090,67,63.5,130.6,600,3.8,4.0,87,70.0,137,Rainy,Excellent,81,66.8,Moderate
101091,80,125.9,140.6,472,1.1,-3.9,73,67.0,221,Sunny,Good,35,56.8,Moderate
101092,100,123.1,116.2,674,4.3,6.2,39,67.0,473,Cloudy,Excellent,65,54.7,Moderate
101093,45,93.7,181.6,1030,9.7,25.2,34,42.0,171,Sunny,Good,91,67.4,Moderate
101094,55,59.2,190.8,850,10.8,40.2,24,51.0,389,Cloudy,Good,7,68.4,Moderate
101095,20,42.0,139.3,1036,4.3,1.7,58,58.0,154,Snowy,Moderate,79,78.6,Low
101096,27,20.4,12.7,1130,9.8,40.9,59,38.0,275,Sunny,Excellent,33,88.3,Low
101097,132,56.5,,1065,5.6,12.3,26,97.0,219,Foggy,Excellent,52,52.0,Moderate
101098,118,64.9,97.8,1186,7.9,16.3,91,46.0,275,Windy,Good,86,61.5,Moderate
101099,199,103.0,128.8,415,0.5,13.2,52,66.0,11,Cloudy,Moderate,66,38.8,High
101100,226,100.4,146.3,1176,6.1,15.4,56,93.0,492,Sunny,Good,29,30.7,High
101101,66,15.2,83.5,1185,0.8,8.0,51,96.0,84,Snowy,Good,38,72.5,Moderate
101102,146,62.3,202.6,408,3.0,29.9,62,,221,Windy,Good,22,52.8,Moderate
101103,75,31.4,,1080,6.2,32.9,82,69.0,48,Sunny,Moderate,117,73.9,Moderate
101104,233,27.7,151.0,847,8.9,36.2,55,45.0,179,Foggy,Good,69,42.7,High
101105,33,,10.9,722,6.2,12.1,68,40.0,9,Foggy,Excellent,32,74.5,Moderate
101106,237,11.1,204.2,615,10.3,33.2,44,55.0,498,Cloudy,Good,8,40.3,High
101107,47,65.8,33.6,1002,8.9,26.9,85,94.0,260,Snowy,Excellent,120,72.6,Moderate
101108,234,29.4,29.9,585,1.7,42.9,28,31.0,319,Cloudy,Good,25,49.8,High
101109,97,132.5,79.9,567,4.3,16.2,37,74.0,185,Cloudy,Excellent,74,55.2,Moderate
101110,235,85.8,88.4,876,7.4,44.6,41,72.0,228,Sunny,Good,25,35.8,High
101111,149,38.6,55.0,1163,10.3,32.0,34,32.0,391,Sunny,Moderate,105,62.6,Moderate
101112,128,77.9,132.9,790,10.9,33.8,26,63.0,157,Rainy,Good,98,54.7,Moderate
101113,173,111.1,103.0,999,8.4,-3.7,32,94.0,272,Sunny,Moderate,24,41.0,High
101114,33,143.9,17.2,755,6.3,19.9,55,93.0,322,Rainy,Good,45,66.6,Moderate
101115,206,37.0,77.1,1093,8.3,21.4,35,36.0,20,Windy,Poor,100,51.0,Moderate
101116,75,133.5,180.2,950,3.0,-3.0,60,64.0,15,Sunny,Poor,57,55.1,Moderate
101117,134,140.5,154.8,938,3.1,10.6,40,51.0,479,Sunny,Moderate,66,46.2,High
101118,26,137.9,162.2,997,7.2,42.8,47,77.0,282,Rainy,Poor,35,63.0,Moderate
101119,22,97.1,156.6,818,9.6,16.3,93,61.0,114,Sunny,Good,104,70.5,Moderate
101120,130,,75.3,459,10.7,4.3,36,55.0,5,Windy,Moderate,29,55.8,Moderate
101121,170,63.5,30.9,702,3.8,20.7,84,35.0,297,Cloudy,Good,73,56.7,Moderate
101122,126,114.1,67.2,1162,8.8,-3.3,32,75.0,399,Rainy,Moderate,76,52.8,Moderate
101123,37,82.0,184.7,440,9.4,20.8,55,84.0,428,Sunny,Good,21,65.9,Moderate
