DIGITAL_ID,INDOOR_TEMPERATURE_C,INDOOR_HUMIDITY_PERCENT,INDOOR_AQI,INDOOR_CO2_PPM,BEDROOM_NOISE_DB,BEDROOM_LIGHT_LUX,SMART_LIGHTING_HOURS,HVAC_USAGE_HOURS,WATER_CONSUMPTION_LITERS,ENERGY_CONSUMPTION_KWH,SMARTWATCH_CONNECTED,SMART_SCALE_WEIGHT_KG,AIR_PURIFIER,SLEEP_ENVIRONMENT_SCORE,SMART_HOME_STATUS
104078,17.0,42,100,1402.0,59.0,38,8.2,11.8,53.8,19.5,Yes,69.8,No,60.9,Fair
104079,21.8,41,78,654.0,37.0,118,4.0,2.1,324.3,7.6,No,59.5,No,67.1,Fair
104080,22.1,57,132,1037.0,46.0,3,11.7,5.3,55.5,30.0,Yes,40.4,Yes,93.6,Excellent
104081,24.9,31,124,533.0,30.0,57,3.7,5.6,239.3,11.7,Yes,99.9,No,82.7,Good
104082,20.9,66,120,898.0,58.0,47,7.8,10.7,231.4,27.3,Yes,81.4,Yes,75.1,Good
104083,28.0,63,70,796.0,38.0,59,11.0,10.4,223.5,28.6,Yes,62.3,No,67.4,Fair
104084,17.3,52,116,1046.0,,105,7.8,16.6,192.3,28.6,Yes,78.4,No,56.0,Fair
104085,26.9,58,87,1084.0,26.0,25,6.3,14.2,305.7,23.1,Yes,68.9,No,81.3,Good
104086,22.3,64,104,418.0,50.0,78,7.7,15.4,247.8,9.1,Yes,59.0,Yes,70.1,Good
104087,25.6,40,83,1410.0,21.0,76,12.2,16.0,284.6,5.4,Yes,43.5,No,77.3,Good
104088,23.2,62,57,518.0,57.0,39,13.9,14.4,84.7,18.0,Yes,57.5,Yes,74.9,Good
104089,26.4,40,105,701.0,24.0,85,9.6,6.0,65.0,12.1,Yes,75.9,No,74.5,Good
104090,21.8,38,40,626.0,33.0,76,11.5,3.9,58.6,25.3,Yes,84.3,Yes,76.4,Good
104091,19.7,43,43,755.0,37.0,55,2.2,10.3,94.2,22.9,Yes,91.8,No,79.6,Good
104092,27.3,38,96,,55.0,38,12.6,12.4,250.1,9.7,Yes,95.9,No,59.1,Fair
104093,22.7,68,144,886.0,23.0,80,13.4,7.0,198.2,2.5,No,53.8,Yes,89.1,Excellent
104094,23.7,32,92,622.0,43.0,99,8.9,15.3,275.7,8.6,Yes,69.6,Yes,62.0,Fair
104095,26.7,58,144,1394.0,32.0,38,11.0,17.3,107.5,17.9,Yes,57.4,Yes,77.7,Good
104096,19.9,48,56,899.0,40.0,47,8.2,10.2,160.1,4.2,No,55.9,No,84.3,Good
104097,24.8,65,145,1445.0,52.0,24,5.4,8.2,316.5,20.4,Yes,69.0,No,76.6,Good
104098,21.2,61,138,,39.0,33,12.2,15.2,330.7,20.8,Yes,42.5,No,86.9,Excellent
104099,22.6,36,134,1467.0,24.0,20,9.2,0.4,326.5,6.7,Yes,85.4,Yes,100.0,Excellent
104100,23.2,57,86,918.0,43.0,24,9.0,2.3,295.5,18.7,Yes,55.2,Yes,82.2,Good
104101,18.5,47,12,928.0,54.0,88,9.9,15.2,256.5,19.0,Yes,94.5,No,54.5,Fair
104102,20.7,34,101,585.0,49.0,21,12.3,13.2,324.1,15.4,Yes,61.8,No,81.5,Good
104103,27.1,52,109,1197.0,47.0,22,10.8,7.5,264.3,28.7,Yes,90.7,No,70.1,Good
104104,25.7,51,136,1381.0,64.0,24,4.5,16.0,336.2,5.0,Yes,88.4,No,65.2,Fair
104105,22.8,55,77,747.0,26.0,77,7.6,6.3,57.4,13.4,Yes,55.7,No,86.0,Excellent
104106,23.7,41,142,1321.0,61.0,77,13.8,11.4,326.5,26.7,No,65.1,Yes,62.1,Fair
104107,22.1,69,99,1320.0,54.0,25,8.7,11.4,216.7,12.8,Yes,77.5,Yes,80.2,Good
104108,27.1,48,98,1356.0,49.0,103,13.3,3.3,83.5,13.9,Yes,59.4,Yes,48.1,Poor
104109,22.4,30,19,760.0,53.0,29,11.8,5.1,114.5,20.7,Yes,82.5,No,80.0,Good
104110,23.7,32,17,581.0,58.0,89,10.0,16.5,305.6,20.6,Yes,95.3,Yes,59.6,Fair
104111,26.4,56,21,496.0,28.0,37,6.2,3.3,201.8,2.6,No,88.6,No,83.2,Good
104112,20.7,47,73,962.0,31.0,85,5.7,3.1,344.8,14.8,Yes,49.2,No,79.0,Good
104113,27.7,59,127,713.0,48.0,102,9.7,8.6,85.3,11.3,Yes,90.1,No,50.7,Fair
104114,18.4,31,68,1354.0,29.0,102,7.2,1.7,173.8,19.6,Yes,72.4,Yes,67.2,Fair
104115,27.9,34,59,420.0,46.0,33,11.6,16.1,149.6,17.6,Yes,61.0,Yes,64.0,Fair
104116,21.9,58,49,1204.0,38.0,88,11.1,1.8,204.8,20.2,Yes,89.0,Yes,74.2,Good
104117,22.3,62,131,975.0,32.0,99,5.7,11.1,240.0,20.3,No,55.5,No,75.2,Good
104118,17.3,49,106,802.0,61.0,76,10.4,6.1,248.5,9.1,Yes,55.3,Yes,55.0,Fair
104119,21.6,59,136,1012.0,56.0,92,7.9,14.5,50.4,8.9,Yes,54.9,Yes,61.0,Fair
104120,19.9,34,96,1369.0,51.0,105,5.9,10.6,76.7,12.4,Yes,91.9,No,57.7,Fair
104121,21.2,50,86,1092.0,34.0,72,7.0,7.0,60.5,8.8,Yes,66.9,No,83.1,Good
104122,22.6,44,130,1358.0,40.0,14,12.7,17.7,309.4,21.1,Yes,77.2,No,94.8,Excellent
104123,25.9,49,120,1271.0,22.0,94,6.3,1.2,144.0,18.9,Yes,79.1,Yes,76.5,Good
104124,23.6,37,138,1239.0,27.0,43,5.4,10.4,160.1,8.1,Yes,69.3,No,87.0,Excellent
104125,23.9,60,50,502.0,25.0,90,6.2,17.8,185.1,26.8,Yes,68.3,No,81.0,Good
104126,19.7,41,146,732.0,48.0,94,4.6,12.4,304.8,14.9,Yes,74.0,No,59.7,Fair
104127,20.4,50,32,1152.0,38.0,9,8.5,13.3,54.2,5.6,Yes,57.7,No,92.9,Excellent
104128,28.4,59,87,533.0,36.0,114,3.8,0.6,85.6,8.0,Yes,88.9,No,49.4,Poor
104129,20.8,56,20,824.0,29.0,116,11.8,0.4,255.5,17.1,Yes,106.6,Yes,74.2,Good
104130,28.0,55,80,1336.0,52.0,36,4.7,0.6,339.2,11.5,Yes,60.7,No,61.8,Fair
104131,22.3,62,35,,32.0,6,9.2,17.9,242.8,25.8,Yes,70.8,No,99.7,Excellent
104132,23.0,55,39,1270.0,46.0,31,3.5,17.6,128.3,15.9,Yes,104.1,Yes,80.2,Good
104133,26.2,55,111,589.0,61.0,115,13.7,6.0,206.0,27.6,Yes,75.2,Yes,39.8,Poor
104134,26.8,65,78,1011.0,31.0,10,7.5,5.2,342.5,4.9,Yes,68.9,Yes,90.5,Excellent
104135,22.7,69,142,451.0,21.0,47,11.9,2.6,208.4,20.7,Yes,83.6,No,91.4,Excellent
104136,21.8,30,70,1011.0,29.0,108,11.2,5.9,162.1,26.8,Yes,64.8,No,76.8,Good
104137,22.8,44,115,773.0,40.0,91,10.6,6.7,165.0,10.2,Yes,74.2,No,69.1,Fair
104138,24.0,30,32,774.0,42.0,67,11.9,13.5,340.1,5.8,Yes,76.3,No,77.1,Good
104139,25.7,40,122,788.0,20.0,47,3.2,15.6,265.7,14.8,Yes,62.1,Yes,88.0,Excellent
104140,23.0,31,39,1073.0,52.0,44,10.1,13.4,256.2,28.9,Yes,65.9,No,72.7,Good
104141,24.9,30,76,1203.0,45.0,94,5.2,11.6,119.6,19.7,No,78.2,Yes,65.5,Fair
104142,27.9,60,140,803.0,34.0,92,11.4,13.8,217.8,20.0,No,85.0,No,59.1,Fair
104143,24.1,45,130,992.0,,32,13.5,13.3,157.0,20.8,Yes,40.8,No,82.1,Good
104144,23.9,51,92,,44.0,117,12.8,8.6,122.1,3.1,Yes,80.9,No,59.4,Fair
104145,18.4,47,71,904.0,20.0,3,3.4,6.0,318.7,14.5,Yes,74.5,No,100.0,Excellent
104146,16.0,46,66,482.0,45.0,46,6.4,5.1,164.9,4.2,Yes,79.6,Yes,67.0,Fair
104147,24.2,59,10,718.0,40.0,89,6.4,12.2,134.8,10.8,Yes,67.0,Yes,69.8,Fair
104148,22.7,39,111,1490.0,60.0,52,3.5,17.3,329.5,25.0,No,87.5,No,73.6,Good
104149,21.5,64,78,813.0,43.0,30,3.2,10.5,109.2,20.4,Yes,64.6,Yes,87.3,Excellent
104150,23.7,50,68,852.0,58.0,30,6.6,16.4,273.7,29.9,Yes,72.1,Yes,71.4,Good
104151,22.8,45,55,1145.0,35.0,26,13.9,0.3,245.8,6.8,Yes,61.8,Yes,90.1,Excellent
104152,26.4,35,115,597.0,51.0,88,8.8,14.3,326.1,,Yes,97.8,No,57.9,Fair
104153,23.3,32,43,658.0,35.0,47,9.5,15.4,299.6,24.7,Yes,61.5,Yes,83.1,Good
104154,20.8,70,110,697.0,32.0,35,7.7,11.4,261.6,8.0,Yes,63.8,No,92.8,Excellent
104155,26.0,50,106,699.0,,48,9.9,16.8,144.4,6.3,No,61.0,No,65.9,Fair
104156,22.3,42,38,,,30,13.5,10.6,198.7,14.0,Yes,64.1,Yes,80.3,Good
104157,24.6,47,132,897.0,69.0,106,9.1,4.3,333.3,12.7,Yes,85.2,Yes,45.4,Poor
104158,21.6,53,82,837.0,60.0,100,2.8,3.9,57.0,29.4,Yes,80.2,No,57.4,Fair
104159,21.1,56,13,606.0,63.0,108,7.9,10.0,288.3,14.8,Yes,96.3,No,53.6,Fair
104160,23.3,33,47,693.0,43.0,43,13.9,16.3,125.5,26.1,Yes,67.2,Yes,80.8,Good
104161,23.0,51,29,428.0,32.0,58,6.6,1.3,105.5,26.9,Yes,51.0,Yes,88.8,Excellent
104162,24.4,53,122,578.0,30.0,22,9.1,10.9,119.7,6.4,Yes,74.4,Yes,90.8,Excellent
104163,22.2,69,32,440.0,34.0,98,3.3,13.9,67.9,22.0,Yes,79.3,Yes,77.8,Good
104164,17.5,39,120,743.0,29.0,67,3.7,2.1,347.6,9.8,Yes,84.9,No,79.0,Good
104165,21.7,31,145,1215.0,61.0,91,12.5,2.1,311.0,4.7,Yes,59.9,Yes,57.5,Fair
104166,25.4,69,54,1136.0,60.0,41,5.6,6.6,206.3,26.5,Yes,74.9,No,65.8,Fair
104167,22.1,35,106,1025.0,22.0,104,5.7,4.9,264.5,10.2,Yes,85.0,Yes,79.5,Good
104168,22.3,47,42,677.0,35.0,41,6.6,3.6,217.0,11.7,Yes,51.3,Yes,85.1,Excellent
104169,26.0,46,144,928.0,63.0,12,13.6,3.6,293.5,11.1,Yes,60.8,Yes,68.6,Fair
104170,20.9,67,31,485.0,36.0,0,3.0,2.4,303.4,7.6,Yes,74.9,Yes,94.9,Excellent
104171,18.4,52,142,716.0,44.0,75,11.8,11.0,119.8,14.2,Yes,40.3,No,68.8,Fair
104172,22.5,59,24,1092.0,49.0,106,6.1,12.4,187.9,14.0,No,83.5,Yes,66.7,Fair
104173,21.5,50,30,1262.0,66.0,52,12.2,12.7,240.5,13.4,Yes,73.0,No,67.5,Fair
104174,20.1,39,135,714.0,54.0,39,13.9,9.6,343.5,27.7,Yes,80.0,No,70.9,Good
104175,22.5,42,98,624.0,56.0,89,6.2,17.2,254.8,11.5,No,82.7,No,60.7,Fair
104176,24.5,41,26,1477.0,32.0,118,3.6,15.8,319.3,2.9,Yes,89.9,No,64.1,Fair
104177,23.0,38,65,467.0,43.0,45,3.7,17.2,303.8,7.0,Yes,88.0,No,84.0,Good
104178,23.9,33,59,1420.0,57.0,109,11.1,7.0,224.6,22.2,Yes,68.7,Yes,50.4,Fair
104179,28.4,68,144,1255.0,45.0,115,3.7,15.8,318.1,18.5,Yes,59.8,Yes,46.5,Poor
104180,22.0,53,127,1495.0,28.0,86,5.1,13.7,163.2,28.6,Yes,76.8,Yes,84.3,Good
104181,23.8,63,131,1282.0,38.0,112,4.5,6.1,163.8,21.4,Yes,60.8,No,61.1,Fair
104182,21.5,68,59,1370.0,47.0,21,6.3,1.9,284.3,7.4,Yes,83.3,Yes,91.4,Excellent
104183,20.5,70,69,599.0,26.0,114,2.9,12.3,90.4,5.4,Yes,65.9,No,75.3,Good
104184,21.2,34,134,731.0,64.0,51,12.3,2.5,141.7,16.6,Yes,72.8,Yes,71.2,Good
104185,21.6,44,125,946.0,41.0,119,12.3,5.3,232.6,20.6,No,55.9,No,63.1,Fair
104186,24.1,33,144,465.0,49.0,27,7.0,9.0,176.0,6.6,Yes,80.0,Yes,76.7,Good
104187,30.0,68,97,1130.0,56.0,52,9.3,12.2,332.2,18.8,Yes,72.5,No,48.9,Poor
104188,20.9,37,114,967.0,35.0,116,9.7,16.7,337.6,26.2,Yes,56.7,No,67.2,Fair
104189,21.8,53,64,1056.0,55.0,62,11.0,10.7,200.8,22.4,Yes,61.1,Yes,74.6,Good
104190,22.8,57,73,803.0,24.0,16,8.2,12.1,211.7,20.6,Yes,55.6,No,100.0,Excellent
104191,24.2,56,105,1017.0,48.0,63,8.1,5.6,267.4,24.1,No,91.7,Yes,72.4,Good
104192,23.8,30,53,995.0,42.0,5,9.6,12.4,187.2,4.9,No,73.9,Yes,91.2,Excellent
104193,26.9,63,139,1047.0,25.0,13,10.4,7.9,107.0,7.7,Yes,113.0,No,86.9,Excellent
104194,16.0,46,59,545.0,55.0,113,6.2,15.4,274.1,3.1,No,94.8,Yes,39.8,Poor
104195,16.0,66,120,1160.0,52.0,16,6.0,7.1,271.3,6.1,No,70.8,Yes,64.7,Fair
104196,21.5,67,146,524.0,68.0,37,5.2,8.4,123.5,27.6,Yes,86.0,Yes,69.6,Fair
104197,26.3,55,108,879.0,60.0,68,8.6,7.8,299.9,,Yes,61.0,No,54.8,Fair
104198,18.3,53,93,1401.0,35.0,12,6.3,14.6,234.1,,Yes,59.2,No,88.1,Excellent
104199,16.0,68,39,1111.0,53.0,111,8.5,17.2,120.9,21.4,Yes,60.4,No,45.8,Poor
104200,24.7,50,74,1114.0,62.0,52,6.9,5.9,245.6,20.1,Yes,73.8,No,60.9,Fair
104201,23.7,59,33,1214.0,45.0,8,12.0,8.6,120.1,17.5,Yes,52.3,Yes,91.6,Excellent
104202,19.7,42,99,1453.0,,43,2.9,12.7,129.6,15.6,Yes,85.6,Yes,72.2,Good
104203,20.0,66,115,455.0,32.0,105,8.9,16.1,304.4,13.8,Yes,52.0,No,70.7,Good
104204,20.1,32,86,531.0,36.0,25,8.9,8.9,328.8,27.7,Yes,61.6,No,89.2,Excellent
104205,23.3,61,77,630.0,51.0,76,6.6,2.0,127.1,2.3,Yes,91.1,Yes,72.0,Good
104206,21.1,64,118,794.0,51.0,18,7.1,6.6,328.4,3.5,Yes,77.5,Yes,87.4,Excellent
104207,24.5,48,106,1381.0,47.0,47,11.6,9.9,121.6,15.8,Yes,70.3,No,75.0,Good
104208,16.0,43,142,1362.0,48.0,80,5.4,7.5,85.2,11.3,Yes,49.4,No,54.7,Fair
104209,20.4,51,101,1332.0,44.0,79,12.5,3.4,67.5,13.4,Yes,69.7,No,69.9,Fair
104210,19.6,46,97,1307.0,66.0,29,12.8,0.7,122.6,29.9,Yes,72.3,Yes,66.1,Fair
104211,22.2,33,59,932.0,41.0,31,9.8,12.4,165.6,23.7,Yes,75.2,No,86.3,Excellent
104212,21.4,69,112,1364.0,46.0,77,11.3,17.9,328.3,26.6,Yes,73.5,Yes,73.9,Good
104213,25.4,48,121,847.0,63.0,111,9.4,16.5,122.6,12.3,No,57.0,No,44.9,Poor
104214,17.4,66,55,525.0,57.0,119,8.3,12.3,159.6,8.7,Yes,68.7,No,44.0,Poor
104215,23.1,31,20,954.0,39.0,78,13.6,15.1,270.2,23.5,Yes,46.5,No,75.6,Good
104216,24.7,44,21,1093.0,64.0,75,5.4,4.6,140.6,24.6,Yes,104.2,Yes,62.1,Fair
104217,28.6,31,73,888.0,69.0,100,3.8,11.2,255.3,17.4,Yes,94.1,No,33.9,Poor
104218,21.6,40,17,1011.0,43.0,74,5.4,1.1,179.6,27.1,Yes,69.3,No,71.9,Good
104219,24.0,52,18,1290.0,66.0,68,9.4,12.7,108.9,29.1,Yes,91.5,No,60.4,Fair
104220,17.6,39,139,845.0,66.0,119,4.2,17.5,270.2,15.2,Yes,47.7,No,39.2,Poor
104221,16.0,32,87,907.0,27.0,119,12.9,15.5,58.1,8.2,Yes,73.3,Yes,55.7,Fair
104222,25.5,34,11,856.0,33.0,10,6.9,9.6,137.7,16.5,Yes,62.8,No,88.2,Excellent
104223,23.0,32,83,1385.0,58.0,97,12.2,14.2,156.9,29.7,Yes,74.9,No,57.1,Fair
104224,26.5,67,140,784.0,33.0,82,5.0,17.0,187.5,10.2,Yes,67.7,Yes,72.9,Good
104225,18.9,42,143,1111.0,24.0,25,5.8,3.9,254.0,19.3,Yes,62.6,No,89.8,Excellent
104226,24.6,48,96,1328.0,66.0,25,2.7,14.3,187.8,21.4,Yes,85.7,No,71.7,Good
104227,28.6,69,14,851.0,40.0,16,5.1,4.9,228.3,8.0,No,54.8,No,75.5,Good
104228,24.3,64,140,1053.0,34.0,94,7.9,15.8,228.7,18.5,Yes,39.4,Yes,69.0,Fair
104229,23.8,53,147,920.0,55.0,82,13.4,1.8,162.0,10.8,Yes,53.9,Yes,63.9,Fair
104230,23.0,53,23,937.0,52.0,43,6.7,3.2,330.2,25.9,Yes,69.7,No,80.2,Good
104231,18.3,46,133,544.0,36.0,83,9.7,13.0,336.8,22.0,Yes,73.0,Yes,70.3,Good
104232,27.1,69,52,1491.0,39.0,22,7.1,3.1,224.6,25.1,Yes,39.4,Yes,83.1,Good
104233,21.2,39,37,1099.0,20.0,24,2.6,2.8,71.5,7.6,No,40.9,No,100.0,Excellent
104234,24.5,31,33,530.0,35.0,91,8.0,10.0,197.3,3.0,Yes,61.1,Yes,66.2,Fair
104235,18.3,52,26,1132.0,64.0,36,2.8,15.0,105.3,25.8,Yes,54.1,Yes,65.0,Fair
104236,19.5,35,92,912.0,37.0,75,12.6,4.8,195.0,12.8,Yes,77.1,Yes,74.7,Good
104237,27.3,31,54,1039.0,29.0,111,11.0,15.1,106.5,7.0,Yes,86.7,No,62.8,Fair
104238,22.0,50,83,400.0,42.0,64,6.5,14.5,261.2,4.6,Yes,73.1,Yes,80.8,Good
104239,27.4,64,148,831.0,37.0,1,9.7,10.4,74.1,16.5,Yes,82.3,No,83.1,Good
104240,22.8,58,70,790.0,68.0,73,3.3,11.6,336.0,6.2,No,69.8,No,60.9,Fair
104241,17.5,36,47,798.0,28.0,97,10.4,0.7,108.6,17.9,Yes,75.0,Yes,64.6,Fair
104242,25.7,58,75,1207.0,65.0,31,11.9,6.6,248.2,22.4,No,47.2,Yes,62.3,Fair
104243,21.2,66,42,794.0,49.0,88,11.9,4.7,325.1,17.0,Yes,55.5,Yes,67.5,Fair
104244,25.1,52,52,,32.0,73,5.4,2.7,124.4,27.3,Yes,64.0,No,77.9,Good
104245,23.1,62,121,,50.0,54,5.2,7.0,330.3,6.4,Yes,53.2,No,74.6,Good
104246,18.4,37,44,1468.0,65.0,49,8.3,6.4,166.6,15.8,Yes,56.1,No,63.5,Fair
104247,23.5,41,46,1254.0,62.0,64,13.6,13.1,338.2,6.6,No,61.1,Yes,61.6,Fair
104248,29.6,39,109,938.0,32.0,31,13.0,10.8,341.4,26.5,Yes,66.8,Yes,75.2,Good
104249,24.5,44,32,1144.0,51.0,36,6.3,16.4,106.4,28.1,Yes,61.7,No,70.8,Good
104250,22.8,53,98,1120.0,36.0,75,11.4,2.6,299.3,13.2,No,84.6,No,78.6,Good
104251,26.2,55,24,449.0,22.0,112,13.1,1.1,108.0,10.6,Yes,60.3,No,66.2,Fair
104252,23.6,68,141,1484.0,20.0,114,5.1,9.6,117.9,9.8,Yes,81.4,No,73.4,Good
104253,23.6,32,31,642.0,24.0,81,12.0,0.0,75.2,26.1,Yes,55.7,No,85.1,Excellent
104254,19.7,31,87,996.0,,93,5.2,14.2,97.0,21.1,Yes,67.7,Yes,57.0,Fair
104255,23.7,35,81,675.0,44.0,12,6.1,9.1,239.7,26.7,Yes,61.8,No,88.8,Excellent
104256,26.1,50,107,1454.0,64.0,53,4.4,8.8,184.8,5.3,Yes,63.9,No,60.8,Fair
104257,20.5,38,99,407.0,24.0,2,8.1,6.5,287.3,15.3,Yes,84.6,No,99.4,Excellent
104258,27.3,39,118,1114.0,56.0,84,12.1,6.7,149.6,20.9,Yes,42.0,No,50.3,Fair
104259,22.7,65,103,432.0,42.0,41,8.3,7.8,340.6,27.1,Yes,46.1,No,84.9,Good
104260,20.3,32,89,1209.0,31.0,77,3.5,0.3,65.0,12.7,Yes,102.1,No,76.9,Good
104261,26.0,70,103,1327.0,53.0,39,5.0,1.5,68.9,10.8,Yes,65.9,Yes,69.3,Fair
104262,22.1,53,89,1261.0,42.0,73,8.8,9.1,260.4,27.6,Yes,61.7,Yes,80.6,Good
104263,25.3,51,47,436.0,35.0,65,9.0,2.7,316.3,3.3,Yes,84.4,No,75.6,Good
104264,22.1,43,143,433.0,68.0,59,8.9,14.0,288.7,15.4,Yes,67.6,No,67.4,Fair
104265,22.8,56,143,854.0,24.0,108,2.9,4.9,196.9,14.8,Yes,44.9,Yes,75.2,Good
104266,24.5,62,35,843.0,63.0,100,11.0,1.8,130.9,6.1,No,39.4,No,51.0,Fair
104267,23.9,51,110,611.0,66.0,10,12.9,4.2,54.0,13.1,Yes,66.2,Yes,70.3,Good
104268,17.0,58,84,,47.0,119,8.1,6.4,202.8,22.2,Yes,62.6,Yes,51.4,Fair
104269,19.6,48,47,1007.0,25.0,0,10.6,0.6,192.7,12.3,Yes,66.7,No,98.0,Excellent
104270,25.8,48,92,1381.0,32.0,25,13.0,2.6,153.3,10.7,No,55.7,Yes,87.9,Excellent
104271,22.6,35,65,760.0,62.0,41,9.7,5.8,223.4,23.9,Yes,55.8,Yes,72.6,Good
104272,21.4,48,114,703.0,49.0,61,10.1,5.6,268.6,,Yes,69.9,No,74.2,Good
104273,18.9,42,40,695.0,45.0,60,10.7,14.4,260.3,23.8,Yes,67.5,No,63.3,Fair
104274,19.8,55,67,551.0,36.0,76,5.1,15.2,129.0,25.7,Yes,74.1,No,78.8,Good
104275,16.9,51,82,999.0,,91,9.0,3.5,225.6,28.3,No,44.7,Yes,64.0,Fair
104276,22.7,50,141,610.0,35.0,99,12.1,2.2,94.6,24.4,Yes,48.2,Yes,72.9,Good
104277,21.2,65,19,631.0,68.0,84,5.6,11.4,86.5,29.4,Yes,67.8,Yes,58.5,Fair
104278,20.1,31,82,1269.0,37.0,61,12.8,14.5,285.8,22.9,Yes,75.9,Yes,80.1,Good
104279,22.8,59,24,1094.0,32.0,73,9.4,17.3,258.1,20.5,Yes,71.7,No,83.1,Good
104280,24.1,56,107,766.0,48.0,11,7.1,0.1,280.4,21.4,Yes,68.8,No,85.3,Excellent
104281,29.3,36,72,880.0,62.0,109,9.5,7.4,95.7,27.2,Yes,97.2,Yes,36.8,Poor
104282,18.5,49,28,971.0,64.0,26,6.8,13.2,324.4,21.1,Yes,84.4,Yes,64.8,Fair
104283,26.5,60,122,1329.0,43.0,66,12.1,14.9,89.9,23.3,Yes,74.9,No,66.1,Fair
104284,25.9,52,72,1439.0,64.0,27,7.8,1.1,311.0,8.0,Yes,45.0,No,63.5,Fair
104285,20.7,42,125,865.0,63.0,65,12.8,12.3,155.7,27.6,Yes,60.9,No,62.4,Fair
104286,23.6,46,30,693.0,65.0,27,8.1,5.2,81.6,14.5,Yes,73.3,No,69.1,Fair
104287,21.6,33,90,570.0,32.0,114,9.9,1.3,136.0,,Yes,78.6,Yes,77.6,Good
104288,23.6,43,75,1455.0,44.0,94,14.0,8.8,104.4,24.4,Yes,80.9,No,69.2,Fair
104289,27.5,49,74,662.0,,106,3.8,2.8,197.2,12.0,Yes,69.9,Yes,45.3,Poor
104290,24.8,42,52,957.0,65.0,20,10.8,13.3,334.9,7.2,Yes,59.8,No,71.9,Good
104291,24.5,32,66,588.0,20.0,6,3.7,13.3,148.4,9.2,Yes,93.3,Yes,95.5,Excellent
104292,21.7,55,147,1185.0,28.0,113,12.1,15.2,233.6,3.0,Yes,68.6,Yes,77.5,Good
104293,18.5,55,46,982.0,23.0,94,9.2,6.8,317.5,4.5,Yes,55.5,No,77.5,Good
104294,22.4,47,129,1401.0,47.0,13,13.3,0.2,239.0,18.6,Yes,84.8,No,94.6,Excellent
104295,26.6,61,78,,31.0,38,12.4,4.7,158.7,26.3,Yes,72.4,Yes,80.3,Good
104296,18.4,43,65,1245.0,43.0,117,2.9,8.4,347.3,14.6,Yes,44.4,No,55.9,Fair
104297,19.8,32,128,741.0,65.0,102,3.6,12.5,106.2,19.5,Yes,87.5,Yes,51.1,Fair
104298,23.4,30,64,1353.0,28.0,118,9.2,6.9,207.0,24.7,Yes,80.9,No,70.5,Good
104299,20.0,55,47,421.0,54.0,72,8.2,9.6,289.0,12.0,No,84.6,No,66.9,Fair
104300,20.6,53,24,1497.0,57.0,86,4.0,9.4,50.2,20.3,Yes,61.7,Yes,61.9,Fair
104301,21.7,64,86,565.0,54.0,61,3.6,3.0,260.6,11.8,Yes,69.9,Yes,70.1,Good
104302,18.9,43,62,633.0,52.0,11,8.8,11.2,129.9,20.0,Yes,67.8,Yes,79.1,Good
104303,20.1,32,16,1040.0,54.0,92,2.6,7.9,100.9,8.1,Yes,50.6,No,56.2,Fair
104304,25.1,42,64,1006.0,65.0,37,12.5,14.5,132.3,29.4,Yes,96.9,Yes,67.6,Fair
104305,19.1,43,61,939.0,39.0,57,11.7,12.4,340.0,4.1,Yes,78.5,Yes,73.6,Good
104306,18.2,50,13,,21.0,55,11.4,2.0,317.6,16.1,Yes,107.7,No,83.6,Good
104307,21.1,55,52,717.0,63.0,38,2.2,8.8,114.1,10.0,Yes,74.2,Yes,69.0,Fair
104308,25.2,32,49,742.0,45.0,85,2.6,12.6,85.1,18.8,Yes,60.9,Yes,65.7,Fair
104309,22.4,69,130,1378.0,61.0,3,8.6,1.6,159.2,14.0,No,61.5,Yes,84.4,Good
104310,21.6,33,39,1036.0,32.0,47,13.9,14.3,227.7,10.6,Yes,84.2,Yes,85.5,Excellent
104311,23.1,65,147,478.0,49.0,6,6.1,4.0,310.1,9.0,Yes,96.1,No,88.3,Excellent
104312,17.8,30,112,1292.0,51.0,59,6.1,9.1,339.8,7.1,No,69.4,No,60.6,Fair
104313,24.5,69,16,972.0,55.0,39,3.6,16.9,275.3,23.9,Yes,82.1,Yes,66.8,Fair
104314,24.2,62,118,848.0,38.0,7,10.1,10.3,229.7,8.2,Yes,54.7,Yes,94.7,Excellent
104315,21.8,36,29,681.0,41.0,115,9.8,7.6,92.7,23.7,Yes,81.7,Yes,69.9,Fair
104316,26.0,40,58,1074.0,20.0,57,3.2,0.1,72.2,15.6,Yes,80.5,Yes,86.2,Excellent
104317,19.6,56,105,456.0,30.0,56,7.6,2.4,228.8,4.0,Yes,40.2,Yes,83.3,Good
104318,26.4,43,68,590.0,45.0,34,10.0,10.4,211.7,6.6,Yes,63.5,Yes,77.5,Good
104319,23.5,51,99,1043.0,67.0,72,7.9,8.9,303.8,27.0,Yes,73.8,Yes,61.9,Fair
104320,22.0,45,35,441.0,38.0,114,10.1,6.5,146.8,18.9,Yes,57.3,No,66.2,Fair
104321,22.9,41,45,1078.0,38.0,12,11.8,16.6,61.9,7.2,Yes,46.1,Yes,94.5,Excellent
104322,22.7,39,135,901.0,31.0,38,10.2,6.0,177.1,21.7,Yes,84.4,No,95.7,Excellent
104323,26.7,53,52,1189.0,22.0,83,9.4,9.7,340.8,25.1,Yes,81.8,Yes,72.8,Good
104324,19.8,47,108,1149.0,37.0,20,12.2,10.2,288.7,11.3,Yes,81.5,No,85.2,Excellent
