DIGITAL_ID,WALKING_MINUTES,RUNNING_MINUTES,CYCLING_MINUTES,WORKOUT_MINUTES,EXERCISE_CALORIES,CODING_HOURS,AI_ASSISTANT_USAGE_HOURS,SOCIAL_MEDIA_HOURS,GAMING_HOURS,READING_HOURS,TV_STREAMING_HOURS,SMARTPHONE_UNLOCKS,NOTIFICATIONS,PRODUCTIVITY_SCORE
104796,137,88,86,114.6,2116,5.0,2.1,1.2,5.6,2.0,0.8,52,149,83.2
104797,43,65,118,94.8,1766,5.4,0.8,0.8,0.2,0.7,3.3,60,145,100.0
104798,138,65,85,100.6,1882,9.6,1.1,2.4,0.1,3.2,4.1,82,203,100.0
104799,79,15,89,60.4,1178,8.9,1.5,6.4,2.6,4.4,0.5,104,60,92.4
104800,80,72,105,101.2,1880,1.7,2.5,2.9,3.5,0.4,5.6,109,168,75.5
104801,1,27,75,46.4,874,4.7,1.8,1.3,1.7,2.8,3.1,84,193,100.0
104802,177,76,39,96.6,1780,9.7,1.6,3.2,1.6,0.6,3.9,124,225,100.0
104803,139,34,18,55.4,1040,3.7,2.3,4.4,4.1,0.1,1.1,76,174,69.6
104804,114,40,46,65.2,1224,3.7,1.0,0.2,3.6,3.4,1.6,105,45,98.8
104805,89,76,64,89.0,1628,2.0,0.3,5.0,1.0,3.4,0.7,174,59,89.2
104806,22,30,66,48.8,916,1.1,0.1,3.2,5.3,3.0,1.6,91,68,71.9
104807,145,84,90,115.4,2140,7.4,1.0,0.1,4.1,4.3,3.0,101,73,100.0
104808,61,31,17,37.6,690,7.7,0.4,5.4,2.2,0.4,5.0,23,226,84.0
104809,112,53,49,73.8,1370,9.7,1.3,5.7,4.1,0.5,3.2,84,145,77.6
104810,127,71,29,79.6,1450,7.7,3.1,5.0,0.7,4.3,1.5,63,66,100.0
104811,61,58,65,73.0,1344,,2.9,2.7,2.8,2.5,0.3,35,183,87.5
104812,37,40,4,33.0,580,0.4,2.4,4.2,1.0,1.4,3.7,113,249,83.2
104813,165,65,92,108.8,2046,9.9,3.4,3.1,0.2,3.7,2.5,42,240,100.0
104814,60,53,96,82.2,1538,3.4,1.1,5.6,2.0,4.5,5.9,178,178,87.9
104815,128,39,41,65.4,1230,3.1,3.5,4.7,0.9,3.4,4.7,175,121,93.1
104816,172,27,83,83.8,1622,9.1,1.6,0.7,3.8,4.0,4.9,120,48,100.0
104817,155,36,93,89.8,1724,5.9,1.6,5.1,4.0,1.4,0.1,35,129,75.6
104818,148,64,105,110.0,2072,2.1,1.6,5.5,0.9,1.4,4.7,60,168,81.9
104819,121,73,4,69.6,1246,8.9,0.4,3.0,0.1,4.3,1.2,156,176,100.0
104820,109,54,49,73.8,1368,9.9,3.9,7.0,4.8,3.1,3.5,21,98,77.1
104821,12,3,84,37.8,750,0.9,0.6,6.7,0.0,1.2,2.7,129,159,78.6
104822,154,9,57,59.0,1162,8.6,1.4,1.4,2.1,2.6,3.4,62,54,100.0
104823,99,46,78,78.6,1480,3.9,1.3,7.2,3.0,3.4,0.8,85,144,74.2
104824,134,74,83,104.4,1940,5.2,0.3,3.5,4.9,,2.7,115,119,75.2
104825,21,13,7,14.8,270,9.1,0.6,5.8,5.0,3.3,0.2,96,59,79.9
104826,73,37,112,81.6,1558,9.7,0.2,6.5,4.3,0.2,0.2,144,46,72.5
104827,180,11,30,54.6,1070,2.6,1.2,4.0,1.5,1.5,3.9,116,114,86.2
104828,131,44,11,57.0,1052,2.1,3.5,3.2,4.3,3.4,5.7,40,241,80.1
104829,22,16,20,22.0,408,0.8,1.4,7.3,1.5,0.7,4.7,166,175,67.0
104830,118,79,93,108.2,2006,5.6,0.5,1.8,1.3,1.1,2.8,131,140,100.0
104831,69,34,61,58.6,1104,0.1,2.6,2.1,3.3,4.4,0.3,76,237,88.5
104832,83,65,90,91.6,1702,4.1,4.0,2.9,4.1,3.4,0.3,96,121,86.3
104833,100,74,107,107.2,1996,0.7,0.9,6.9,0.3,2.5,0.9,79,105,79.8
104834,83,40,89,76.2,1444,4.1,1.1,7.5,0.4,1.1,5.9,166,69,79.5
104835,160,66,32,84.4,1556,0.4,3.9,1.8,4.7,1.7,2.4,118,163,75.2
104836,27,28,25,32.2,588,8.4,0.7,6.9,5.2,2.9,5.1,54,117,71.9
104837,135,17,89,72.8,1422,2.1,2.0,2.1,3.6,0.8,4.2,145,200,80.2
104838,0,19,99,51.0,982,3.3,1.0,7.8,2.6,2.4,3.6,86,227,69.6
104839,164,13,39,56.2,1098,8.7,3.7,4.8,5.1,2.0,5.7,106,174,78.7
104840,62,33,64,57.8,1090,7.5,3.9,0.1,4.4,,1.4,67,199,99.8
104841,21,48,58,56.2,1028,2.2,3.3,0.3,3.5,0.5,2.7,64,176,87.2
104842,69,53,14,51.2,918,0.7,1.3,1.2,1.9,0.5,5.2,94,140,88.6
104843,124,30,113,88.0,1700,,1.6,1.5,1.2,4.8,3.3,87,84,100.0
104844,148,57,0,63.8,1162,3.9,1.0,6.1,2.5,4.9,1.5,162,121,85.6
104845,95,41,10,47.6,870,,3.6,1.8,1.7,2.1,1.3,111,186,100.0
104846,162,57,54,88.2,1650,4.5,3.7,7.8,2.0,3.9,4.5,91,142,79.5
104847,78,81,1,64.6,1130,3.5,1.7,5.1,3.1,3.3,0.1,117,211,81.0
104848,4,29,64,43.8,818,4.5,,5.5,1.0,,5.5,34,228,83.8
104849,59,24,94,63.8,1228,7.5,0.7,1.7,4.8,,0.1,170,240,88.7
104850,119,62,43,78.2,1440,9.0,1.7,7.1,0.9,1.6,3.8,110,37,89.9
104851,45,18,15,25.8,480,0.5,2.5,5.3,2.9,3.0,3.6,161,37,74.3
104852,177,71,117,124.8,2354,5.2,1.5,6.9,4.5,2.9,3.5,136,98,69.0
104853,175,7,21,47.6,938,0.3,1.4,7.7,2.9,4.6,2.8,21,72,69.1
104854,133,2,105,69.8,1392,4.7,0.0,1.0,2.2,4.0,5.1,144,127,100.0
104855,55,66,17,57.4,1016,8.9,3.2,0.8,2.8,4.3,4.0,62,79,100.0
104856,109,85,46,91.2,1654,3.6,3.6,6.4,5.1,4.5,4.7,90,242,69.6
104857,156,80,80,111.2,2064,9.3,3.9,6.9,5.9,4.0,0.7,163,33,73.5
104858,103,16,29,41.8,804,6.3,2.9,4.7,3.8,1.7,0.3,105,137,79.9
104859,76,13,9,26.6,506,9.3,,2.9,4.8,1.1,0.2,47,65,86.3
104860,145,8,98,73.0,1444,7.6,1.1,5.2,0.1,2.9,0.9,179,162,100.0
104861,1,61,57,59.6,1070,1.0,4.0,2.4,5.3,3.4,4.0,90,244,76.1
104862,7,20,61,37.8,716,2.3,2.4,1.9,5.7,1.9,3.0,126,48,74.2
104863,74,75,84,93.4,1718,3.9,2.7,3.9,3.5,4.2,4.5,149,199,87.3
104864,124,36,79,78.0,1488,1.7,2.7,1.7,4.5,4.8,1.2,26,139,88.5
104865,37,10,5,15.4,288,4.9,3.4,3.9,3.1,2.8,2.2,57,172,87.1
104866,175,19,66,72.8,1418,4.7,0.0,7.7,1.7,2.3,5.3,126,215,77.0
104867,26,34,40,41.6,764,9.6,0.9,6.7,5.1,4.2,5.6,105,43,79.5
104868,19,52,42,51.8,932,4.3,2.7,7.5,3.6,0.1,5.5,101,77,60.9
104869,139,46,84,89.0,1688,7.9,3.6,6.5,3.5,0.6,4.9,92,101,74.1
104870,42,74,76,83.2,1516,9.4,2.7,2.8,4.0,,4.1,21,230,100.0
104871,30,51,17,43.4,766,8.8,1.7,6.5,5.1,3.7,5.5,61,133,77.2
104872,90,7,57,45.0,886,2.1,1.4,7.4,4.4,2.1,4.3,100,104,58.9
104873,60,3,117,60.6,1206,5.0,3.0,7.6,1.3,4.4,5.7,167,137,86.3
104874,108,26,59,60.8,1164,3.5,3.0,5.5,2.8,1.8,0.1,25,139,76.4
104875,90,43,87,78.6,1486,4.0,2.4,1.7,5.9,3.2,5.5,158,111,81.3
104876,162,39,26,66.2,1246,3.6,1.2,0.3,3.3,3.2,3.3,93,92,99.1
104877,94,46,117,93.2,1772,8.3,3.7,1.2,5.6,0.9,0.7,59,84,86.5
104878,142,43,67,81.0,1534,4.5,2.2,7.7,4.9,1.4,1.3,147,61,57.9
104879,143,47,21,65.2,1210,5.2,3.2,3.7,4.0,4.6,5.1,55,193,89.4
104880,12,90,23,65.6,1132,9.8,0.9,6.8,2.1,0.9,3.0,122,138,84.6
104881,112,84,39,88.4,1600,0.6,1.4,3.7,1.8,0.9,5.9,66,114,80.1
104882,34,51,108,80.6,1510,4.9,3.5,5.3,3.9,2.4,0.7,117,248,76.3
104883,148,83,73,108.6,2006,7.7,0.2,0.2,2.6,0.5,2.5,164,141,100.0
104884,157,67,65,97.6,1818,1.5,2.0,2.0,4.8,4.5,2.0,45,135,84.5
104885,47,10,39,31.0,600,6.1,1.9,3.5,4.6,0.5,3.1,146,242,76.7
104886,34,76,5,54.4,936,2.4,3.0,5.0,1.9,3.1,3.8,67,232,84.6
104887,85,72,111,104.6,1948,8.7,1.1,1.4,4.2,1.7,4.0,46,86,95.9
104888,165,3,17,41.6,826,3.3,0.9,6.1,3.0,4.0,0.0,65,73,79.2
104889,158,75,80,108.6,2022,3.3,3.7,2.9,1.9,2.9,0.5,86,191,94.2
104890,151,72,101,113.8,2132,6.0,2.3,6.5,2.5,1.9,0.2,142,208,79.2
104891,113,76,108,111.4,2076,1.8,0.4,0.8,5.4,4.9,5.2,166,226,88.1
104892,176,47,86,97.8,1862,2.8,0.8,5.4,2.2,0.3,1.9,91,121,73.9
104893,99,25,109,78.4,1518,,4.0,2.3,1.7,2.9,2.2,100,167,99.4
104894,159,76,29,89.0,1628,3.5,0.8,6.4,2.1,4.9,2.7,84,141,85.6
104895,98,38,20,50.4,932,5.2,2.4,3.2,1.3,3.5,5.1,90,169,100.0
104896,2,57,61,59.0,1066,6.0,1.7,5.3,3.3,3.7,0.1,55,198,85.4
104897,84,18,9,31.2,588,5.7,3.5,7.5,0.9,0.2,0.7,86,160,77.5
104898,124,87,119,124.6,2318,6.5,3.0,0.2,4.9,0.1,4.1,102,94,88.0
104899,137,82,106,119.0,2216,3.1,2.4,0.1,1.4,0.2,5.8,86,130,99.4
104900,82,76,12,66.8,1184,1.3,0.0,6.2,3.6,5.0,3.9,117,69,74.8
104901,24,76,75,80.4,1456,7.6,3.5,5.2,0.8,4.9,1.6,88,222,100.0
104902,67,57,8,50.8,902,8.5,1.8,2.3,5.9,1.7,3.1,56,234,83.4
104903,60,27,67,55.0,1046,2.6,3.7,4.0,2.7,1.5,5.8,65,131,80.2
104904,28,65,38,59.8,1066,4.1,2.0,0.3,4.9,0.7,3.2,75,236,84.6
104905,126,9,23,39.8,778,5.0,2.8,1.5,4.6,1.6,2.2,138,228,85.8
104906,18,85,117,101.4,1858,5.3,0.3,3.4,4.3,1.9,2.3,82,59,81.2
104907,170,76,33,92.8,1704,6.6,3.0,6.7,5.0,3.7,5.8,97,245,72.5
104908,73,57,102,89.6,1678,0.4,1.4,3.8,0.6,4.3,4.3,49,229,95.5
104909,60,72,60,79.2,1440,7.2,1.4,4.7,4.1,3.7,4.1,115,224,86.2
104910,170,13,40,57.8,1130,0.6,0.5,7.0,1.6,3.2,1.4,82,236,74.8
104911,152,83,4,81.8,1470,4.7,0.6,2.5,4.7,3.8,3.4,134,134,87.3
104912,19,14,78,43.4,840,8.3,0.7,5.6,5.7,3.7,2.1,128,72,76.8
104913,47,32,49,48.2,900,4.5,1.3,6.9,5.4,2.4,1.4,95,210,61.6
104914,86,16,3,28.0,528,1.5,,1.6,0.7,1.7,5.4,173,235,98.2
104915,151,23,50,64.0,1234,9.9,1.5,2.9,2.2,1.4,2.3,42,120,100.0
104916,138,29,51,65.4,1250,8.9,2.9,7.8,2.2,3.4,1.7,132,59,85.8
104917,109,61,38,73.6,1350,7.7,0.3,7.9,0.7,4.8,5.6,167,70,94.7
104918,27,12,7,15.4,284,4.1,2.4,1.8,0.6,2.9,1.2,121,73,100.0
104919,58,61,112,93.0,1738,1.8,1.9,0.5,2.3,4.6,4.5,65,66,100.0
104920,132,46,44,71.6,1340,9.4,3.9,2.2,6.0,0.1,3.9,178,146,80.3
104921,50,15,87,53.8,1046,5.3,3.4,3.2,3.4,4.0,5.5,168,163,92.8
104922,148,65,116,115.0,2170,8.5,1.8,3.5,3.7,4.3,5.0,70,112,97.4
104923,11,80,27,61.0,1060,3.4,3.1,5.0,2.8,3.2,4.2,82,153,82.4
104924,49,42,118,82.2,1560,3.4,0.8,7.2,4.0,,1.9,88,194,72.1
104925,131,7,106,72.8,1442,9.9,2.2,2.6,5.7,2.9,3.0,39,30,89.6
104926,112,2,26,34.0,676,5.2,0.3,6.8,3.5,1.2,5.7,138,246,69.3
104927,169,11,64,66.0,1298,1.4,1.4,0.7,0.4,1.1,0.1,42,39,100.0
104928,165,83,33,96.0,1754,2.2,0.9,0.3,3.0,2.8,4.8,150,55,96.6
104929,152,15,80,71.4,1398,4.8,2.9,4.0,6.0,4.5,1.5,46,244,77.1
104930,13,77,100,88.8,1622,0.4,2.0,0.5,2.3,0.4,1.1,110,174,88.5
104931,31,79,61,78.0,1402,4.6,3.0,3.1,3.6,3.0,1.4,99,93,87.8
104932,138,58,61,86.8,1620,4.2,2.1,7.2,0.6,3.8,0.4,171,184,88.0
104933,145,48,37,72.6,1356,7.8,0.3,1.9,0.8,0.6,6.0,28,232,100.0
104934,154,62,25,78.0,1436,3.5,2.9,5.6,5.2,0.6,5.2,149,97,60.4
104935,54,61,120,95.4,1786,9.8,3.3,2.4,1.8,1.8,3.1,153,47,100.0
104936,119,48,23,61.8,1140,1.8,3.6,0.4,1.8,1.4,4.3,90,112,97.2
104937,74,50,38,60.0,1100,5.9,2.3,4.5,2.3,1.0,3.3,98,139,85.3
104938,20,32,20,31.2,560,0.9,3.0,6.7,5.8,1.0,4.9,40,207,49.0
104939,171,29,93,88.8,1718,7.3,3.0,3.3,0.5,0.7,5.1,119,119,100.0
104940,132,58,46,79.6,1476,9.9,0.6,4.9,4.9,3.1,1.4,176,222,85.0
104941,86,75,114,107.8,2006,8.2,0.7,7.2,2.0,3.4,2.8,32,49,87.8
104942,168,14,47,60.8,1188,5.6,0.3,6.3,5.1,3.5,3.8,130,150,71.0
104943,58,81,120,108.2,2002,4.8,1.3,1.6,6.0,2.7,5.9,122,91,81.3
104944,88,22,12,35.6,668,8.4,1.9,5.9,2.1,4.8,4.1,122,104,97.1
104945,149,77,100,116.0,2166,9.4,4.0,4.0,0.8,4.4,5.4,128,216,100.0
104946,82,44,2,43.6,784,9.9,1.7,6.0,0.9,4.8,5.1,139,54,100.0
104947,64,61,31,61.8,1114,4.0,2.9,4.0,4.6,1.9,3.5,145,153,74.7
104948,63,78,34,73.0,1304,9.9,2.8,1.0,0.9,4.4,5.4,148,112,100.0
104949,70,70,18,63.2,1124,1.6,0.8,4.6,1.6,3.8,2.3,167,125,88.2
104950,3,14,13,14.2,256,2.5,0.2,3.9,1.2,1.7,2.3,20,94,88.5
104951,142,45,47,74.2,1394,0.9,2.2,4.1,2.1,,4.7,59,222,76.4
104952,103,63,85,92.4,1722,2.7,2.8,7.0,0.4,3.4,0.8,26,96,85.6
104953,149,45,80,88.8,1686,7.7,4.0,7.2,5.1,0.7,1.8,53,87,63.2
104954,174,55,67,94.6,1782,8.5,1.4,3.6,5.2,1.5,3.7,88,69,81.1
104955,92,43,44,61.8,1150,,3.6,3.6,2.5,2.5,2.5,176,204,96.2
104956,173,74,103,120.2,2256,6.3,1.5,4.1,3.7,3.4,5.6,133,129,87.9
104957,141,28,18,52.2,988,5.1,2.8,4.2,3.9,4.6,5.8,131,200,87.7
104958,177,61,63,97.2,1822,7.1,2.4,7.6,4.5,3.0,3.0,20,165,70.3
104959,147,88,100,122.2,2268,3.9,0.2,5.2,3.1,3.4,3.2,92,132,81.7
104960,177,51,65,92.0,1738,8.4,0.3,2.2,3.1,1.6,4.3,36,91,97.3
104961,111,53,78,85.2,1598,6.8,0.1,4.3,3.8,3.4,2.7,124,191,87.6
104962,160,87,65,110.2,2030,7.0,1.5,5.0,4.2,2.2,1.1,113,37,79.6
104963,118,56,74,86.8,1624,5.4,3.0,5.1,2.1,4.3,4.5,175,54,92.8
104964,58,82,44,78.4,1404,8.9,0.7,4.7,2.0,2.0,4.4,22,183,95.0
104965,42,65,86,81.8,1506,2.5,2.4,1.4,1.6,2.3,1.5,24,248,98.3
104966,11,21,73,44.0,838,3.8,1.2,0.3,3.3,2.2,5.0,73,211,96.5
104967,39,19,66,45.6,874,7.8,3.2,2.7,2.2,4.1,3.7,63,240,100.0
104968,117,32,68,69.8,1332,4.9,3.2,3.4,3.2,4.8,1.4,95,244,94.6
104969,19,71,2,47.2,802,8.9,3.1,0.5,2.4,1.6,3.9,137,198,100.0
104970,165,24,37,62.2,1196,,2.1,6.5,5.0,2.4,1.4,43,109,63.2
104971,130,45,76,83.4,1578,3.7,1.1,2.8,0.4,3.5,1.6,99,101,100.0
104972,155,72,41,90.6,1668,8.9,3.2,7.3,3.4,4.5,5.1,27,92,85.1
104973,89,56,82,84.2,1572,4.6,0.7,1.2,3.5,2.5,5.6,110,229,94.4
104974,93,86,39,85.8,1544,5.2,1.2,0.5,2.3,0.5,1.5,109,104,98.4
104975,12,4,49,24.4,480,3.3,0.7,3.9,2.5,1.8,5.6,114,36,83.9
104976,65,54,34,59.0,1072,2.8,2.7,1.5,4.8,2.8,1.4,21,242,84.0
104977,36,60,23,52.4,928,6.6,2.7,7.5,1.7,2.1,0.7,60,127,81.0
104978,176,88,87,122.8,2280,1.2,2.6,0.1,5.2,0.9,0.3,67,114,78.7
104979,65,7,16,23.6,458,,1.7,3.3,5.4,0.2,1.5,125,98,78.0
104980,35,15,39,31.6,602,7.8,0.4,7.4,3.9,3.4,2.3,41,79,76.7
104981,25,47,73,62.4,1154,1.9,3.6,3.1,4.6,5.0,5.6,116,200,83.4
104982,74,60,65,76.8,1416,6.9,2.0,0.7,3.7,4.6,1.5,37,151,100.0
104983,107,14,43,47.0,912,6.0,1.6,2.4,3.2,3.4,2.2,98,46,96.6
104984,167,64,22,80.6,1484,1.8,2.4,4.0,5.8,4.2,4.4,86,178,71.2
104985,42,21,5,23.0,418,2.7,0.8,1.5,1.7,1.3,1.8,67,35,94.8
104986,149,2,65,57.0,1136,4.1,0.5,3.7,0.9,3.1,4.1,141,138,98.2
104987,147,53,20,69.2,1278,7.0,,6.7,1.7,0.3,2.6,42,228,79.6
104988,7,13,118,56.4,1102,6.4,0.9,7.0,3.7,3.5,1.2,130,104,76.8
104989,28,35,119,74.2,1414,5.3,1.0,0.4,1.1,4.8,4.4,149,111,100.0
104990,39,81,34,70.0,1238,7.7,3.6,1.3,5.5,4.3,0.2,125,67,95.6
104991,157,81,112,124.8,2334,7.6,2.1,2.2,2.5,2.7,1.8,23,92,100.0
104992,127,66,28,76.2,1392,6.2,1.9,4.8,5.1,3.9,2.1,173,157,79.4
104993,83,9,6,24.4,470,7.9,2.8,2.9,1.5,4.7,2.7,38,169,100.0
104994,115,48,92,88.6,1676,3.3,3.8,6.8,1.9,1.1,4.1,68,179,73.2
104995,143,64,52,87.8,1628,8.8,0.4,5.7,0.4,4.0,2.8,93,32,100.0
104996,173,90,36,103.0,1880,6.1,3.3,0.8,1.5,1.3,3.6,72,176,100.0
104997,61,56,22,54.6,980,8.2,2.3,5.0,2.9,4.4,3.6,153,200,95.1
104998,6,26,96,55.2,1052,5.5,0.6,0.9,5.7,0.5,2.2,148,116,80.4
104999,44,74,7,56.0,972,2.2,1.2,2.0,2.3,0.9,5.6,163,224,87.6
105000,175,4,75,67.4,1340,5.4,1.9,1.4,3.8,3.6,5.7,26,244,97.0
103001,100,2,2,22.0,436,2.9,2.3,4.1,2.6,2.4,0.2,163,68,83.6
103002,159,51,110,106.4,2026,4.6,3.3,6.8,4.3,3.0,3.2,159,90,69.5
103003,123,46,25,62.2,1152,2.9,0.8,5.9,0.3,0.1,2.0,99,202,81.0
103004,175,12,52,63.0,1236,2.3,2.8,0.6,0.4,4.9,5.8,94,139,100.0
103005,106,79,30,80.6,1454,7.4,0.2,1.7,2.2,3.6,1.0,62,185,100.0
103006,100,54,25,62.4,1140,0.1,3.7,2.5,1.2,2.1,4.8,47,175,90.5
103007,3,20,22,21.4,388,5.4,0.3,0.9,5.6,1.0,1.9,100,43,82.2
103008,109,65,29,72.4,1318,7.9,3.7,3.7,3.5,0.4,1.3,38,212,84.7
103009,18,53,9,39.0,674,2.7,2.0,7.9,1.7,3.4,5.8,93,88,75.5
103010,31,26,71,50.2,952,6.0,1.8,4.1,4.2,1.6,4.8,142,138,79.4
103011,136,37,107,92.2,1770,6.7,3.9,5.9,2.2,1.1,3.8,74,176,82.1
103012,11,89,88,90.8,1638,6.6,4.0,5.5,0.8,1.9,4.2,102,70,92.9
103013,138,57,63,87.0,1626,4.5,2.6,6.8,1.4,,5.9,81,169,83.8
103014,45,61,21,54.0,958,3.5,0.5,1.7,3.9,3.4,3.6,126,177,90.9
103015,118,45,14,56.2,1034,8.4,2.0,6.0,0.3,3.2,0.6,135,191,100.0
103016,15,88,104,97.4,1772,7.6,2.1,7.1,1.6,4.3,0.4,60,154,91.7
103017,128,10,55,53.6,1052,3.2,2.1,1.4,1.2,1.1,4.0,105,65,98.1
103018,62,71,120,103.0,1918,1.0,2.3,2.8,1.2,3.2,3.9,85,50,94.4
103019,108,7,73,55.0,1086,0.7,0.1,7.8,4.1,0.5,4.5,116,85,51.2
103020,118,70,19,73.2,1324,0.9,,6.2,5.0,2.7,0.7,38,240,60.1
103021,20,63,104,83.4,1542,5.8,2.8,2.3,4.3,,5.7,74,70,89.6
103022,157,20,46,61.8,1196,0.5,0.5,4.5,3.9,1.1,3.3,131,156,66.8
103023,12,71,86,79.4,1446,3.4,2.3,3.2,5.5,,3.9,65,198,72.5
103024,161,62,52,90.2,1680,7.5,2.3,3.9,0.4,4.1,0.2,23,200,100.0
103025,3,84,52,71.8,1268,2.9,2.7,2.8,1.0,0.7,5.8,44,135,91.7
103026,155,63,0,68.8,1250,7.6,0.3,2.2,2.5,2.2,3.4,82,229,100.0
103027,101,19,1,32.0,602,7.5,2.5,5.4,2.2,4.7,3.4,130,115,96.5
103028,58,7,57,38.6,758,2.5,1.1,6.2,2.5,2.5,5.7,32,67,75.2
103029,127,57,18,66.8,1222,7.3,2.0,7.0,1.2,3.6,5.6,134,175,91.4
103030,26,45,61,56.6,1042,7.5,3.1,1.2,0.9,4.1,1.3,105,37,100.0
103031,68,30,77,62.4,1188,4.0,2.8,6.6,3.1,1.0,5.6,23,223,69.1
103032,24,8,71,38.0,744,2.1,0.5,2.0,5.6,1.1,4.4,21,177,71.5
103033,130,14,101,74.8,1468,5.2,2.4,3.4,2.4,3.8,0.1,86,226,96.2
103034,96,25,11,38.6,722,9.2,3.9,7.2,0.3,3.8,1.4,129,214,99.5
103035,24,9,25,20.2,386,6.4,0.6,3.6,4.2,0.3,2.5,49,135,78.3
103036,147,28,26,56.6,1076,1.7,3.4,1.6,1.7,1.6,3.5,151,175,93.3
103037,161,79,28,90.8,1658,6.8,2.8,1.3,1.5,2.0,4.2,67,137,100.0
103038,153,35,14,57.2,1074,4.3,3.1,3.8,1.9,4.1,1.3,62,217,96.2
103039,125,83,45,92.8,1690,5.9,1.1,6.1,4.3,,5.0,112,244,72.2
103040,132,36,116,94.4,1816,7.3,1.2,8.0,4.9,4.6,5.1,160,159,71.9
103041,8,85,0,52.6,882,5.1,3.6,6.3,3.5,5.0,3.8,66,199,82.5
103042,115,70,59,88.6,1632,8.1,1.4,7.0,1.9,3.9,5.5,47,93,90.4
103043,177,22,106,91.0,1776,7.2,0.3,6.0,1.9,3.3,4.9,56,73,90.8
103044,133,40,91,87.0,1660,6.2,2.4,7.2,0.7,2.0,1.3,47,208,86.1
103045,59,79,56,81.6,1474,1.5,0.5,0.6,5.6,0.3,4.8,174,130,73.5
103046,171,27,2,51.2,970,8.4,3.2,7.4,3.8,2.9,5.7,177,135,76.9
103047,120,47,114,97.8,1862,9.4,2.6,3.2,0.2,1.8,0.8,153,94,100.0
103048,138,37,17,56.6,1058,1.4,3.5,7.4,4.0,1.8,5.9,139,94,58.6
103049,174,30,51,73.2,1404,4.9,3.1,0.6,2.7,3.4,0.1,28,147,100.0
103050,107,13,59,52.8,1030,2.6,0.4,5.7,5.8,2.3,3.1,153,153,60.3
103051,107,72,33,77.8,1412,7.5,1.5,5.9,4.9,3.8,4.6,176,211,78.3
103052,130,90,95,118.0,2180,7.2,3.1,8.0,1.0,2.0,4.7,89,137,83.4
103053,75,87,92,104.0,1906,1.4,1.7,6.2,4.3,0.8,4.4,105,124,58.9
103054,29,76,88,86.6,1580,8.8,3.9,3.1,2.9,,3.2,85,196,97.6
103055,20,89,59,81.0,1442,1.8,2.9,4.5,1.1,4.8,3.9,114,165,94.5
103056,155,28,25,57.8,1100,8.0,0.1,2.9,4.2,4.0,4.2,89,96,95.4
103057,160,50,102,102.8,1956,4.6,3.5,1.6,3.3,1.0,3.0,24,140,89.3
103058,162,48,71,89.6,1696,3.3,0.4,2.0,0.2,2.0,3.6,39,105,100.0
103059,179,42,18,68.2,1280,1.6,0.6,1.8,3.9,4.6,5.1,159,78,90.3
103060,33,71,117,96.0,1778,1.7,2.9,4.4,3.8,0.6,1.9,121,246,68.6
103061,40,86,110,103.6,1900,6.6,3.5,7.2,0.9,1.3,3.1,121,193,83.8
103062,50,4,105,54.4,1080,5.5,2.1,7.3,2.1,1.3,0.1,155,36,75.2
103063,174,41,21,67.8,1274,1.2,1.2,0.4,3.5,2.9,4.1,139,44,92.0
103064,81,6,92,56.6,1120,1.1,1.4,0.6,0.8,2.1,1.2,68,114,100.0
103065,57,41,32,48.8,894,0.7,1.4,2.0,5.1,0.4,2.9,83,182,69.1
103066,74,35,37,50.6,942,7.4,1.3,2.0,0.2,3.1,1.3,116,214,100.0
103067,22,26,108,63.2,1212,7.1,1.0,0.8,0.6,0.5,0.1,58,67,100.0
103068,175,57,109,112.8,2142,0.6,2.4,3.1,0.7,3.0,2.9,59,66,94.3
103069,127,45,34,66.0,1230,5.6,3.6,4.7,3.2,2.5,2.5,50,151,83.9
103070,149,65,106,111.2,2094,0.8,1.2,4.6,3.7,2.5,2.6,22,45,72.2
103071,16,24,66,44.0,832,9.0,0.7,4.3,2.4,0.3,1.3,91,30,89.7
103072,68,72,82,89.6,1648,9.1,3.4,2.7,1.7,3.2,5.7,49,204,100.0
103073,107,26,9,40.6,760,7.0,3.0,5.7,4.9,2.2,0.0,114,209,73.3
103074,138,0,90,63.6,1272,9.3,3.7,6.6,0.4,2.1,5.3,48,66,96.5
103075,93,86,14,75.8,1344,8.1,0.7,2.8,1.7,3.0,4.4,75,74,100.0
103076,14,73,10,50.6,866,8.3,0.6,0.7,0.2,3.0,1.0,106,171,100.0
103077,90,41,110,86.6,1650,5.7,2.2,2.4,0.1,,2.8,127,214,100.0
103078,162,51,89,98.6,1870,3.1,2.5,1.1,2.1,0.6,5.9,82,191,93.1
103079,32,24,23,30.0,552,2.2,1.9,3.7,1.2,1.2,3.9,49,223,87.2
103080,124,53,76,87.0,1634,3.3,2.4,1.2,1.6,3.4,0.8,72,188,100.0
103081,15,66,95,80.6,1480,6.3,0.7,3.7,4.9,2.9,2.7,65,112,82.0
103082,161,5,100,75.2,1494,1.7,1.9,1.8,1.0,3.8,2.8,122,240,100.0
103083,65,57,3,48.4,854,2.6,2.6,5.9,4.7,,4.8,156,201,69.2
103084,167,69,12,79.6,1454,4.7,1.7,0.2,4.1,4.3,5.5,26,52,100.0
103085,155,52,72,91.0,1716,2.3,2.7,4.4,2.0,1.9,0.5,82,123,82.7
